"Código INE" "Municipio" "10000H" "10000H%" "5000H" "5000H%" "Válidos" "Blancos" "Nulos" "Emitidos"
"080702" "San Ramón" "86" "30,07" "200" "69,93" "286" "839" "3" "1128"
"080703" "Puerto Siles" "31" "43,06" "41" "56,94" "72" "56" "2" "130"
"080801" "Magdalena" "264" "36,21" "465" "63,79" "729" "1984" "35" "2748"
"080802" "Baures" "135" "34,26" "259" "65,74" "394" "1052" "5" "1451"
"080803" "Huacaraje" "117" "37,38" "196" "62,62" "313" "575" "16" "904"
"090101" "Cobija" "3352" "34,47" "6372" "65,53" "9724" "5725" "676" "16125"
"090102" "Porvenir" "404" "36,46" "704" "63,54" "1108" "636" "80" "1824"
"090103" "Bolpebra (Mukden)" "99" "37,93" "162" "62,07" "261" "187" "57" "505"
"090104" "Bella Flor" "111" "31,81" "238" "68,19" "349" "264" "17" "630"
"090201" "Puerto Rico" "293" "33,99" "569" "66,01" "862" "444" "28" "1334"
"090202" "San Pedro" "22" "40,74" "32" "59,26" "54" "98" "2" "154"
"090203" "Filadelfia" "252" "25,17" "749" "74,83" "1001" "359" "31" "1391"
"090301" "Puerto Gonzalo Moreno" "114" "18,10" "516" "81,90" "630" "339" "14" "983"
"090302" "San Lorenzo" "228" "29,16" "554" "70,84" "782" "508" "25" "1315"
"090303" "El Sena" "124" "35,94" "221" "64,06" "345" "271" "18" "634"
"090401" "Santa Rosa del Abun" "44" "31,65" "95" "68,35" "139" "125" "0" "264"
"090402" "Ingavi (Humaita)" "62" "68,13" "29" "31,87" "91" "80" "6" "177"
"090501" "Nuevo Manoa (Nueva Esperanza)" "35" "15,22" "195" "84,78" "230" "126" "3" "359"
"090502" "Villa Nueva (Loma Alta)" "55" "26,19" "155" "73,81" "210" "170" "7" "387"
"090503" "Santos Mercado" "27" "30,68" "61" "69,32" "88" "92" "2" "182"
