"Código INE" "Municipio" "NO" "NO%" "SÍ" "SÍ%" "Válidos" "Blancos" "Nulos" "Emitidos"
"080703" "Puerto Siles" "143" "76,06" "45" "23,94" "188" "3" "3" "194"
"080801" "Magdalena" "2224" "79,89" "560" "20,11" "2784" "52" "26" "2862"
"080802" "Baures" "1168" "77,66" "336" "22,34" "1504" "19" "5" "1528"
"080803" "Huacaraje" "746" "84,58" "136" "15,42" "882" "11" "11" "904"
"090101" "Cobija" "9484" "60,49" "6195" "39,51" "15679" "151" "278" "16108"
"090102" "Porvenir" "1103" "62,78" "654" "37,22" "1757" "18" "49" "1824"
"090103" "Bolpebra (Mukden)" "344" "71,07" "140" "28,93" "484" "5" "16" "505"
"090104" "Bella Flor" "356" "58,75" "250" "41,25" "606" "11" "15" "632"
"090201" "Puerto Rico" "696" "55,19" "565" "44,81" "1261" "35" "38" "1334"
"090202" "San Pedro" "109" "74,66" "37" "25,34" "146" "2" "6" "154"
"090203" "Filadelfia" "527" "39,45" "809" "60,55" "1336" "24" "29" "1389"
"090301" "Puerto Gonzalo Moreno" "421" "44,79" "519" "55,21" "940" "21" "22" "983"
"090302" "San Lorenzo" "810" "64,13" "453" "35,87" "1263" "25" "25" "1313"
"090303" "El Sena" "399" "65,30" "212" "34,70" "611" "14" "9" "634"
"090401" "Santa Rosa del Abun" "153" "59,30" "105" "40,70" "258" "5" "1" "264"
"090402" "Ingavi (Humaita)" "143" "85,63" "24" "14,37" "167" "6" "4" "177"
"090501" "Nuevo Manoa (Nueva Esperanza)" "134" "38,40" "215" "61,60" "349" "6" "4" "359"
"090502" "Villa Nueva (Loma Alta)" "199" "54,22" "168" "45,78" "367" "11" "9" "387"
"090503" "Santos Mercado" "117" "67,24" "57" "32,76" "174" "4" "4" "182"
